PP,WordCode,Word,Translation,Condition,PretrainingNumRep,MnemonicPP,PractCorrectRespB1,PractCorrectRespB2,PractCorrectRespB3,PracticeNumCorrResp,PractTrialB1,PractRespB1,PractFixOnsetB1,PractSentOnsB1,PractRespOnsB1,PractRespLastKeyB1,PractRespSubmB1,PractBackspaceB1,PractSentence,PractTrialB2,PractRespB2,PractFixOnsetB2,PractSentOnsB2,PractRespOnsB2,PractRespLastKeyB2,PractRespSubmB2,PractBackspaceB2,PractTrialB3,PractRespB3,PractFixOnsetB3,PractSentOnsB3,PractRespOnsB3,PractRespLastKeyB3,PractRespSubmB3,PractBackspaceB3,Test1TrialSwa2Nl,Test1RespSwa2Nl,Test1CorrectSwa2Nl,Test1LDSwa2Nl,Test1FixOnsetSwa2Nl,Test1WordOnsetSwa2Nl,Test1RespOnsetSwa2Nl,Test1LastKeySwa2Nl,Test1RespSubmSwa2Nl,Test1BackspaceSwa2Nl,Test1TrialNl2Swa,Test1RespNl2Swa,Test1CorrectNl2Swa,Test1LDNl2Swa,Test1FixOnsetNl2Swa,Test1WordOnsetNl2Swa,Test1RespOnsetNl2Swa,Test1LastKeyNl2Swa,Test1RespSubmNl2Swa,Test1BackspaceNl2Swa,Test2TrialSwa2Nl,Test2RespSwa2Nl,Test2CorrectSwa2Nl,Test2LDSwa2Nl,Test2FixOnsetSwa2Nl,Test2WordOnsetSwa2Nl,Test2RespOnsetSwa2Nl,Test2LastKeySwa2Nl,Test2RespSubmSwa2Nl,Test2BackspaceSwa2Nl,Test2TrialNl2Swa,Test2RespNl2Swa,Test2CorrectNl2Swa,Test2LDNl2Swa,Test2FixOnsetNl2Swa,Test2WordOnsetNl2Swa,Test2RespOnsetNl2Swa,Test2LastKeyNl2Swa,Test2RespSubmNl2Swa,Test2BackspaceNl2Swa,PractLDRespB1,PractLDRespB2,PractLDRespB3,Test1Swa2NlLenient,Test2Swa2NlLenient,Test1Nl2SwaLenient,Test2Nl2SwaLenient,RepeatedTest,FirstTestSession
16,S68,bustani,tuin,context,2,None,TRUE,TRUE,TRUE,3,98,tuin,0.00534900385355,0.0493445395991,3.76235024284,4.23465216948,4.65125232397,0,Hij maait het gras en geeft de bloemen water. Hij is in de bustani.,11,tuin,0.0295724735965,0.0661930496753,2.33061799754,2.79684289484,3.17981419426,0,7,tuin,0.0053076578165,0.0491688189418,1.98062602929,2.63001722286,2.91975013584,0,,,,,,,,,,,,,,,,,,,,,11,tuin,TRUE,0,0.0157855465261,1.54857956227,2.86479932268,3.33128685084,3.71449017046,0,47,botanisi,FALSE,4,0.016242320436,1.53237091639,5.63089932834,8.47984060446,10.2347059333,0,0,0,0,,TRUE,,FALSE,FALSE,2
16,S69,chakula,voedsel,retrieval,8,None,TRUE,TRUE,FALSE,2,79,voedsel,0.00651144209633,0.0493096189598,2.82992503237,8.05806073118,8.35774742321,1,Bedankt dat je op mijn vissen gaat letten! Het zal heel makkelijk zijn. Je hoeft hen alleen chakula te geven.,35,voedsel,0.0306108737282,0.0659494432948,4.12860600998,5.00195164469,5.48529212512,0,36,,0.0060781468037,0.032869261317,2.11624633857,,2.11624633857,0,,,,,,,,,,,,,,,,,,,,,4,,FALSE,7,0.0163582898895,1.53248363688,3.04863700651,,3.04863700651,0,51,,FALSE,7,0.0163518699751,1.54914229477,3.46513934214,8.57990879722,8.92978256423,1,0,0,7,,FALSE,,FALSE,FALSE,2
16,S71,chanjo,schaar,context,7,None,TRUE,TRUE,TRUE,3,36,schaar,0.00595271186694,0.0328139470244,1.7311652738,2.31392090336,2.50467671171,0,Ik wil graag iets uitknippen. Heb je een chanjo?,22,schaar,0.00553142927356,0.0327100232012,1.71441398278,2.2971883298,2.74674602498,0,9,schaar,0.00518585462669,0.0328611597283,1.04856427283,1.63134476589,1.94769419018,0,38,schaar,TRUE,0,0.00525821019164,1.53102894362,2.46561811627,3.24603015188,3.44582900899,0,36,mchiro,FALSE,4,0.00583146740701,1.53140329288,3.8457912947,9.27373618714,9.58073637851,1,45,,FALSE,6,0.0163665667792,1.53249558273,11.1123485634,,11.1123485634,0,2,,FALSE,6,0.0161455987254,1.53227026773,2.94963832649,,2.94963832649,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
16,S45,chikiru,vogel,retrieval,6,None,FALSE,FALSE,FALSE,0,89,,0.00526407685902,0.0328673057611,3.4648923257,,3.4648923257,0,In de winter zet ik altijd een huisje met voer in de tuin. Ik kijk graag naar de chikiru.,9,,0.0302292609817,0.0660399575922,5.26086835059,,5.26086835059,0,11,,0.00519311811968,0.0327527660638,5.62722748282,,5.62722748282,0,22,,FALSE,5,0.0363110395319,1.56453711296,4.61152967766,,4.61152967766,0,28,chackali,FALSE,5,0.00530234987946,1.53122226428,4.34513073589,12.2116456142,12.5616121602,1,28,eten,FALSE,4,0.0157567769097,1.54854660771,5.43048867748,5.71370013533,6.90111071819,0,18,,FALSE,7,0.0163833185557,1.5325123645,2.93333052293,,2.93333052293,0,5,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,1
16,S73,chunga,pan,context,7,None,TRUE,TRUE,TRUE,3,50,pan,0.027442593961,0.0826526835117,2.69667876783,2.96306206515,3.2794151212,0,Voor zo veel pasta moeten we 10 liter water koken. Heb je een grote chunga?,102,pan,0.00534257845629,0.0494797523147,2.31395526526,2.59699542819,2.95299989244,0,75,pan,0.00546382291623,0.0493791808735,1.66440092246,1.93081467058,2.2471607425,0,31,,FALSE,3,0.0055660705475,1.53048222609,3.8787479973,,3.8787479973,0,11,chunga,TRUE,0,0.00530821654775,1.53112644205,6.09330850709,8.24827568867,8.71479727172,1,19,,FALSE,3,0.0164114521806,1.54918797216,3.23194183744,,3.23194183744,0,49,,FALSE,6,0.0163917034442,1.53251840042,2.73211907775,,2.73211907775,0,0,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,1
16,S74,degaga,bril,retrieval,2,None,TRUE,TRUE,TRUE,3,96,bril,0.00536325147459,0.0327259470128,2.38041482926,2.76951288502,3.01969635806,0,Ik ben bijziend. Ik heb een degaga nodig.,23,bril,0.00569150548472,0.0326206263644,4.12856578141,4.5781449877,4.8677424086,0,82,bril,0.0348846012548,0.0659435766274,2.9131741604,3.36271760796,4.05178255896,0,,,,,,,,,,,,,,,,,,,,,43,bril,TRUE,0,0.0163658497888,1.54915448061,2.89869099579,3.5484522813,4.51477549299,0,52,degaga,TRUE,0,0.0160181364249,1.5321452804,2.89834616538,6.0521101732,6.36373131825,1,0,0,0,,TRUE,,TRUE,FALSE,2
16,S76,dhoruba,storm,retrieval,6,None,TRUE,TRUE,TRUE,3,56,storm,0.0270662891517,0.0495155110498,9.62332000296,10.5723839203,11.5547573784,1,Daken vlogen van huizen en talloze bomen vielen om. De dhoruba was heftig.,39,storm,0.00530849591223,0.0328597629027,2.26401986845,2.86981809141,4.2030783242,0,16,storm,0.0332357883476,0.0660572782299,2.04959820312,3.19632579001,3.4460731741,1,,,,,,,,,,,,,,,,,,,,,17,trots,FALSE,4,0.0163600418662,1.53248811283,7.0804876235,7.58465070732,8.03013418354,0,8,bodhuro,FALSE,6,0.0163681117583,1.54915335262,4.16489897501,6.96385113465,7.94684080412,1,0,0,0,,FALSE,,FALSE,FALSE,2
16,S78,duka,winkel,context,3,None,TRUE,TRUE,TRUE,3,70,winkel,0.0283393559794,0.0671688720213,2.5969281012,3.71246988095,3.9622496714,1,Ik koop hier bijna al mijn kleding. Dit is mijn favoriete duka.,53,winkel,0.00541437529046,0.0495546221655,2.16414711926,3.45397389892,3.84582677407,1,80,winkel,0.00568396262679,0.0495426094658,1.23174537546,1.89774761876,2.18081627693,0,,,,,,,,,,,,,,,,,,,,,32,winkel,TRUE,0,0.0162498473353,1.53237669731,3.71494419041,4.33870605859,4.60515199397,0,54,dunka,FALSE,1,0.0161179000947,1.53224171711,4.58116161385,5.29754386608,9.56908616018,0,0,0,0,,TRUE,,TRUE,FALSE,2
16,S79,dunia,aarde,retrieval,2,None,TRUE,TRUE,TRUE,3,92,aarde,0.0295928672499,0.0661698623708,4.21207276344,11.2217603075,13.9762995018,1,Onze planeet is de enige waarop leven bestaat. Dat maakt de dunia speciaal.,24,aarde,0.0304619721219,0.0662771385746,4.31201339835,5.06124046492,8.50782375972,0,13,aarde,0.00554819118088,0.0327837755917,6.65956064248,7.25897425511,7.95828855343,0,,,,,,,,,,,,,,,,,,,,,35,,FALSE,5,0.0163587098839,1.53248208891,5.88093115958,,5.88093115958,0,34,,FALSE,5,0.0162770689726,1.53240457294,7.54808753683,,7.54808753683,0,0,0,0,,FALSE,,FALSE,FALSE,2
16,S81,farasi,paard,context,2,None,TRUE,TRUE,TRUE,3,26,paard,0.00538895306499,0.032875127984,3.06322758898,3.79587712963,4.04559238674,0,Het dier hinnikt. Wat een mooi farasi. ,29,paard,0.00541688957674,0.0327957882914,2.61605259886,3.7458185328,4.352281086,0,10,paard,0.00547807053681,0.0326304041437,2.18062407373,3.329400245,3.48628889985,1,1,verhaal,FALSE,6,0.0139098684331,1.5457537201,3.52713096217,4.18389795351,4.80925452816,0,14,sahiri,FALSE,4,0.00594265472228,1.53127478492,4.91126805222,8.3078944391,9.28104968648,0,31,paard,TRUE,0,0.0163294692738,1.53245887822,3.69836422748,4.41476109552,4.74798059959,0,28,fusiri,FALSE,4,0.0162798709353,1.54906602979,3.08187110639,4.54798638218,5.76422778963,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,1
16,S82,fasihi,boek,context,6,None,TRUE,TRUE,TRUE,3,66,boek,0.00523083241069,0.0494434348502,8.22465257456,8.72418254275,10.2125800905,0,"Ik heb niets meer om te lezen, dus ik ga naar de bibliotheek. Ik zal een fasihi lenen.",54,boek,0.00538252766773,0.0491012125844,1.73299204228,2.60537358798,4.38505089334,1,31,boek,0.005199264152,0.0493783427783,1.73106637855,3.28572569977,3.57925183229,1,30,boek,TRUE,0,0.00525737209591,1.53124964206,4.12866327983,9.70647358812,10.0894217002,1,23,,FALSE,6,0.0397598018744,1.56447481454,7.47527744448,,7.47527744448,0,8,,FALSE,4,0.016352925961,1.53247984194,8.77986119218,,8.77986119218,0,29,,FALSE,6,0.0161417737763,1.54892820862,2.54860017866,,2.54860017866,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,1
16,S83,flava,muziek,retrieval,2,None,TRUE,TRUE,TRUE,3,37,muziek,0.00538336576255,0.0322535406035,1.98037599751,10.4719359583,10.788247389,1,Voor mij klinken zelfs jazz en rock hetzelfde. Flava interesseert me niet.,81,muziek,0.00648629923626,0.032670912085,1.44799548546,2.17108124077,2.47117049793,0,102,muziek,0.0355941886473,0.0662835639732,1.46495769714,2.13160918497,2.39734966316,0,11,muziek,TRUE,0,0.0675013165082,1.59790643783,2.74678290118,3.44608490744,3.76246366507,0,8,flava,TRUE,0,0.0395432939104,1.56429657959,3.74547798673,4.9942693834,5.35097645092,1,33,muziek,TRUE,0,0.0162221577043,1.53234828469,5.29767105839,5.93075538026,6.23067230437,0,32,flava,TRUE,0,0.0163840295463,1.54917174238,6.58069249943,8.23006753177,8.52996564612,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1
16,S84,fumbo,puzzel,context,6,None,TRUE,TRUE,TRUE,3,34,puzzel,0.00610859760081,0.0495342285121,3.07987858792,4.21209399519,4.59506278033,0,Eindelijk heb ik de oplossing gevonden voor de sudoku. Het was een moeilijke fumbo. ,8,puzzel,0.00528083876588,0.0495090856521,2.81345338584,4.22872571793,4.53630000461,1,54,puzzel,0.00547164513955,0.0494847808873,2.49661870433,3.30367183539,3.57934067039,0,,,,,,,,,,,,,,,,,,,,,22,,FALSE,6,0.0160870785057,1.53221624445,9.36271395581,,9.36271395581,0,35,fumbo,TRUE,0,0.0164658864546,1.53259383442,4.26496102085,4.88138353789,5.18645001333,0,0,0,0,,FALSE,,TRUE,FALSE,2
16,S60,funguo,sleutel,context,6,None,TRUE,TRUE,TRUE,3,49,sleutel,0.00525765146131,0.0327198009804,1.69779008226,2.4225084473,2.74676613927,0,Ik wil de deur op slot zetten. Waar is de funguo?,3,sleutel,0.00592365789498,0.049348450711,1.39803215213,2.12366180618,2.39707197423,0,29,sleutel,0.00534481337718,0.0326066581088,1.29806302198,1.99737564411,2.63009041652,0,,,,,,,,,,,,,,,,,,,,,48,sleutel,TRUE,0,0.0163517379769,1.53247821296,5.01575376528,6.13081096485,7.26375198197,0,24,,FALSE,6,0.0163829405606,1.53250937354,3.06532005707,,3.06532005707,0,0,0,0,,TRUE,,FALSE,FALSE,2
16,S87,godoro,matras,retrieval,6,None,TRUE,TRUE,TRUE,3,46,matras,0.005321905438,0.0326985692318,3.06304376674,3.74570315501,3.96216083329,0,Ik heb slecht geslapen in het hotelbed en kreeg last van mijn rug. De godoro was te hard. ,50,matras,0.0052649149543,0.0325474327042,1.94735476157,2.77985218792,3.112874681,0,100,matras,0.00530123241879,0.0322543786988,1.56614988776,2.21349724616,2.56320174771,0,26,matras,TRUE,0,0.00513081969984,1.53139155954,2.73022381336,3.34628926302,3.69595800584,0,20,godoro,TRUE,0,0.00544706100936,1.53118957856,2.77997790222,3.46148714432,3.81229513807,0,47,horloge,FALSE,7,0.0162007739896,1.53232824196,14.7774975487,16.6934413438,16.9433581596,1,8,,FALSE,6,0.0163741926772,1.5325202664,2.83206630612,,2.83206630612,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,1
16,S88,goti,knie,context,6,None,TRUE,TRUE,TRUE,3,16,knie,0.0257594191444,0.0658628401097,2.23042481656,2.79651352337,3.27938243548,0,Ik werd aan de meniscus geopereerd. Ik heb last van mijn goti.,100,knie,0.0052699435264,0.0493861650016,2.23059075944,2.69677905991,3.01962763424,0,62,knie,0.006212521424,0.0494431554853,1.23387106462,1.64789714894,1.93095798488,0,35,knie,TRUE,0,0.0372206523452,1.56448375422,5.5938433516,6.02675395895,6.27649575575,0,25,goti,TRUE,0,0.00540822925814,1.53119041666,2.63012142605,3.36273213495,3.63555619499,1,24,,FALSE,4,0.0163591088785,1.53248644185,7.21377703731,,7.21377703731,0,50,,FALSE,4,0.0163871015052,1.5325124455,2.48220440094,,2.48220440094,0,0,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,1
16,S105,hadithi,verhaal,context,2,None,TRUE,TRUE,TRUE,3,93,verhaal,0.030096562552,0.0825484803236,9.62306773626,10.6887149065,11.2629423572,0,De kinderen vragen de grootvader vaak om te vertellen hoe hij zijn eerste huisdier kreeg. Ze vinden dit een bijzonder leuk hadithi.,34,verhaal,0.00541772767201,0.0660709671201,2.54687453294,3.90446634977,6.55047080006,1,96,verhaal,0.00528279432183,0.0659759829805,3.86221740473,4.54488517395,4.81894821828,0,39,verhaal,TRUE,0,0.00524815304743,1.53099178806,3.9286923338,4.56134788081,5.91834325312,0,48,,FALSE,7,0.00711179772861,1.54805904102,3.02994794031,,3.02994794031,0,49,verhaal,TRUE,0,0.0163657507901,1.53249204877,4.2981821579,5.30391462614,5.82071069452,0,6,,FALSE,7,0.0163770516392,1.54916835542,5.91427096605,,5.91427096605,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,1
16,S101,harufu,geur,retrieval,7,None,FALSE,FALSE,FALSE,0,86,,0.0285284861625,0.0660282242575,4.82901793384,,4.82901793384,0,Het ruikt lekker. Waar komt de harufu vandaan?,78,,0.00517914986403,0.0327167279643,13.7857238839,,13.7857238839,0,55,,0.00525513717503,0.0326281692223,5.56050084578,,5.56050084578,0,,,,,,,,,,,,,,,,,,,,,30,,FALSE,4,0.0161475126997,1.53227672364,5.13099456174,,5.13099456174,0,36,,FALSE,6,0.0162738980148,1.53240050799,2.98190920521,,2.98190920521,0,4,4,4,,FALSE,,FALSE,FALSE,2
16,S57,hasira,woede,context,8,None,TRUE,TRUE,TRUE,3,43,woede,0.00529536575186,0.0492962094345,4.09531183433,4.56787831973,4.96822473247,0,Ze stampt met haar voet en gilt boos. Haar hasira is groot. ,87,woede,0.00518054668919,0.0494448316754,3.21290555084,3.74572187247,4.75221655266,0,53,woede,0.00521043875688,0.0326443723989,2.29922210784,2.77996561015,4.06925880245,0,,,,,,,,,,,,,,,,,,,,,36,,FALSE,5,0.0163609718536,1.53248824482,5.66434843835,,5.66434843835,0,46,orgulo,FALSE,6,0.0163789776138,1.53250737257,3.36520304563,4.65311366548,6.2361447474,0,0,0,0,,FALSE,,FALSE,FALSE,2
16,S75,hewa,lucht,retrieval,8,None,TRUE,TRUE,TRUE,3,30,lucht,0.00529704194241,0.0326533120833,1.54891250145,2.34710752344,2.64678946626,0,Hij heeft een  astmaaanval. Hij krijgt geen hewa. ,83,lucht,0.00530486416574,0.0327603089218,6.41192693485,7.32552600959,8.04151561162,0,21,lucht,0.00579654676767,0.0326236993806,1.24812846325,1.95442884501,2.27105763442,0,,,,,,,,,,,,,,,,,,,,,18,,FALSE,5,0.0161949150679,1.53232011507,6.48054379975,,6.48054379975,0,48,,FALSE,4,0.0161509326545,1.53227885362,4.04806198084,,4.04806198084,0,0,0,0,,FALSE,,FALSE,FALSE,2
16,S92,jibini,kaas,context,4,None,TRUE,TRUE,TRUE,3,45,kaas,0.00532833083525,0.0492774919717,2.03065696897,2.73102391505,3.0130572461,0,Gouda vind ik het lekkerst. Ik hou van jibini. ,76,kaas,0.00547583561638,0.0328773629053,1.23446611231,1.58786745243,1.88108069601,0,74,kaas,0.00522189272669,0.032589337472,1.13157035322,2.05470024822,2.29707127582,1,,,,,,,,,,,,,,,,,,,,,25,kaas,TRUE,0,0.0163699477341,1.54916093052,4.1815652618,4.56473806883,5.49775653758,0,21,jibini,TRUE,0,0.0162375534992,1.53236503647,4.78250410928,7.21363172824,7.79676342815,1,0,0,0,,TRUE,,TRUE,FALSE,2
16,S20,jioni,avond,context,3,None,TRUE,TRUE,TRUE,3,29,avond,0.00560210864796,0.0495138348588,3.37955326724,4.2786879338,4.62833935598,0,De namiddag is voorbij en de schemering valt. Het is jioni. ,64,avond,0.00554428006899,0.049307104674,1.54785733941,2.51365187475,2.78720340155,1,67,avond,0.00524005145917,0.0327714835266,1.44807454579,1.88748905238,2.13794965561,0,18,avond,TRUE,0,0.00531967051666,1.53106861347,2.81317318263,3.29608260268,3.53621926809,0,33,jioni,TRUE,0,0.0408864813826,1.56443095421,3.42926740689,4.16846470711,4.56936733579,0,4,avond,TRUE,0,0.016185468194,1.54897821196,3.94813366122,4.38733052626,4.64787912828,0,1,joini,FALSE,2,0.00657044039417,1.52269703837,3.19008618252,4.01061978307,4.65491654545,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1
16,S23,kamba,touw,retrieval,8,None,FALSE,FALSE,FALSE,0,100,,0.00571776580546,0.0330405121322,3.74812189817,,3.74812189817,0,Ze bindt de houten blokken aan elkaar. Ze gebruikt een stevig kamba.,30,,0.0307427340626,0.0672275386955,15.1178322943,,15.1178322943,0,101,,0.0360297188618,0.0658427258213,7.49079030994,,7.49079030994,0,4,,FALSE,4,0.0370846015339,1.56445889072,3.49591358678,,3.49591358678,0,13,,FALSE,5,0.0387797890517,1.56440357643,3.46256549366,,3.46256549366,0,29,,FALSE,4,0.0163099545339,1.53243681351,11.1122914471,,11.1122914471,0,48,,FALSE,5,0.0163686367518,1.54915555459,2.91535741757,,2.91535741757,0,4,4,4,FALSE,FALSE,FALSE,FALSE,TRUE,1
16,S24,kanisa,kerk,context,6,None,TRUE,TRUE,TRUE,3,91,kerk,0.00587616582561,0.0495046158103,4.1121659317,4.39522481209,5.08529827115,0,Zondag ochtend ga ik naar de mis. De kanisa is niet ver van mijn huis.,71,kerk,0.0052959244822,0.0494973523173,3.42951380692,3.71255955715,4.15195730184,0,42,kerk,0.0344862266015,0.0660106242553,3.54591938361,3.84561333913,4.34513744065,0,,,,,,,,,,,,,,,,,,,,,9,kerk,TRUE,0,0.0163621778377,1.5324902518,7.74691145485,8.06344302443,8.77987152105,0,11,k...,FALSE,5,0.0161886751512,1.53231640711,4.81448074592,8.82967647898,9.16287660931,0,0,0,0,,TRUE,,FALSE,FALSE,2
16,S25,kaputula,broek,retrieval,3,None,TRUE,TRUE,TRUE,3,35,broek,0.00524703558676,0.0326242581109,1.68102063251,2.2304846007,2.58787583338,0,Zijn sokken zijn te zien. De kaputula is te kort.,60,broek,0.0320387088304,0.0662838433377,1.43148277225,1.9309915087,2.20444916882,0,52,broek,0.0340434328941,0.0658242877234,3.86208275074,5.11728250378,5.33524512194,1,,,,,,,,,,,,,,,,,,,,,8,,FALSE,5,0.0161880571593,1.54897622898,5.11437375435,,5.11437375435,0,5,,FALSE,8,0.0163498840016,1.53247714497,4.24819037146,,4.24819037146,0,0,0,0,,FALSE,,FALSE,FALSE,2
16,S27,keja,huis,retrieval,5,None,FALSE,TRUE,TRUE,2,13,,0.00553534038545,0.0328737311588,7.70860318839,,7.70860318839,0,Ze willen meer woonruimte en een eigen tuin. Ze kijken naar een nieuw keja.,16,huis,0.00521434986831,0.0328089184518,7.50871102333,7.88133324207,9.14043907815,0,35,huis,0.0344795218384,0.0651876146271,2.09471455171,2.48563322992,6.73173908974,0,10,,FALSE,4,0.0366876237067,1.56468741139,3.52954300058,,3.52954300058,0,34,keza,FALSE,1,0.00527636892366,1.53127031508,3.9289141497,4.49503721842,6.23309806135,0,7,,FALSE,4,0.0163045006068,1.53243137458,5.71427476267,,5.71427476267,0,44,keza,FALSE,1,0.0163642628099,1.53248910581,2.91534887368,3.48752015973,4.68780499293,0,4,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,1
16,S26,keza,werk,context,2,None,TRUE,TRUE,TRUE,3,28,werk,0.0066779437052,0.0493529205528,2.82996274666,3.16299473816,4.32000156444,0,Mijn arbeidstaken zijn leuk en uitdagend. Ik heb leuk keza.,59,werk,0.00571106104235,0.0495470793076,6.0103457283,6.27674774308,6.64279175147,0,46,werk,0.00520848320093,0.0494666221543,3.91233829998,4.25181999388,4.64494956761,0,,,,,,,,,,,,,,,,,,,,,19,huis,FALSE,4,0.0163717387102,1.53249921268,4.48144931234,4.88128905415,5.91426320516,0,10,meza,FALSE,1,0.0163678717618,1.53249408575,3.5984399278,4.80329878802,5.27088857649,1,0,0,0,,FALSE,,TRUE,FALSE,2
16,S28,kichwa,hoofd,retrieval,2,None,FALSE,TRUE,TRUE,2,10,,0.0258085874043,0.0491447935419,3.24599048203,,3.24599048203,0,Ik draag een helm. Ik bescherm mijn kichwa.,93,hoofd,0.0139216017678,0.0326798517685,2.032843001,2.51357365252,3.09637509795,0,104,hoofd,0.0353902521128,0.0659547512323,1.76429099229,2.40341607662,2.7208547455,0,46,hoofd,TRUE,0,0.0371287412227,1.56427059864,2.71313532865,3.2023455495,3.40281236861,0,4,kchwa,FALSE,1,0.0394315478643,1.56439770976,3.46253504286,5.24410588497,9.06436907484,1,3,hoofd,TRUE,0,0.0163731576913,1.5324974097,3.89833898115,4.36481910241,4.64805939887,0,19,mchiwua,FALSE,4,0.0164770403062,1.54926569512,4.21498983514,8.27020355862,10.7625895298,1,5,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,1
16,S39,kidonda,wond,context,8,None,TRUE,TRUE,TRUE,3,83,wond,0.0285768163276,0.0826850898648,2.1473016822,2.4303644737,2.71355577315,0,Het kind is gevallen en huilt omdat zijn knie pijn doet. Het kind heeft een kleine kidonda.,73,wond,0.00543281338832,0.049397339606,3.14635631065,3.46270936669,4.11209189995,0,72,wond,0.00578062295654,0.0490729967078,2.18034470862,2.51339346202,2.76309167785,0,,,,,,,,,,,,,,,,,,,,,3,,FALSE,4,0.0161928210955,1.53232019006,4.53126152118,,4.53126152118,0,6,,FALSE,7,0.0163653547952,1.53249039579,7.69693213624,9.97940753123,10.2959556636,1,0,0,0,,FALSE,,FALSE,FALSE,2
16,S29,kijana,jongen,retrieval,8,None,TRUE,TRUE,TRUE,3,65,jongen,0.00565043881261,0.0328782010006,5.21109805855,6.07692653675,6.45064330802,0,Hij speelt graag met auto's. Dat is typisch voor een kijana.,79,jongen,0.00571832453534,0.0328645121094,2.54706813296,3.02114430745,3.86977451045,0,103,jongen,0.0057440261271,0.0326379470025,2.26380308112,2.72247506317,3.26281692226,0,,,,,,,,,,,,,,,,,,,,,45,jongen,TRUE,0,0.0162398844682,1.54902916928,2.89857473834,3.40425251097,4.56463166324,0,17,,FALSE,6,0.016364838802,1.53249082179,2.9832976977,,2.9832976977,0,0,0,0,,TRUE,,FALSE,FALSE,2
16,S30,kioo,spiegel,retrieval,7,None,TRUE,TRUE,FALSE,2,40,spiegel,0.00524172764972,0.0324395977705,5.95990440126,6.82578847312,7.40849912489,0,Ik kan mijn hele outfit bekijken. Dit is een grote kioo.,44,spiegel,0.0316545817973,0.0658485924887,3.29603818362,4.11991998983,7.30012836827,0,32,,0.0333385947097,0.0658407702658,11.9873668301,,11.9873668301,0,50,,FALSE,7,0.0365937570277,1.56465025583,8.30899625511,,8.30899625511,0,29,tioo,FALSE,1,0.00596584202685,1.53076801661,5.06061301087,5.47687485421,7.14189233548,0,12,,FALSE,7,0.0163846745377,1.54917240837,3.7663577749,,3.7663577749,0,31,,FALSE,4,0.0159608131889,1.53208769616,2.8649702214,,2.8649702214,0,0,0,7,FALSE,FALSE,TRUE,FALSE,TRUE,1
16,S31,kitanda,bed,retrieval,7,None,FALSE,TRUE,FALSE,1,18,kerk,0.026003025524,0.0493769459526,5.0943807104,5.39409142782,10.1393827987,0,Ik ben erg moe. Ik ga naar kitanda. ,10,bed,0.00551522609703,0.0328991533843,4.22876287349,4.44521496447,7.13218411837,0,63,,0.00526407685902,0.0327198009804,9.32555506356,,9.32555506356,0,,,,,,,,,,,,,,,,,,,,,34,,FALSE,3,0.0156399014679,1.54843057226,7.16307602432,,7.16307602432,0,45,,FALSE,7,0.0163735776855,1.53250072766,2.84872416301,,2.84872416301,0,3,0,3,,FALSE,,FALSE,FALSE,2
16,S32,kiti,stoel,context,6,None,TRUE,TRUE,TRUE,3,51,stoel,0.00604993092702,0.0327513692382,1.58344147091,2.08076054359,2.38047740704,0,Ik zou graag zitten. Mag ik een kiti? ,91,stoel,0.00521379113843,0.0328578073472,1.481490804,2.0042298672,2.34731006315,0,88,stoel,0.00520094034255,0.0327488549519,1.21495050349,1.68121199761,1.95493533396,0,,,,,,,,,,,,,,,,,,,,,28,,FALSE,5,0.0163627388301,1.54915063766,5.6310222337,,5.6310222337,0,23,,FALSE,4,0.0163719007078,1.5325199124,3.04864926734,,3.04864926734,0,0,0,0,,FALSE,,FALSE,FALSE,2
16,S33,kofia,hoed,context,7,None,TRUE,TRUE,TRUE,3,12,hoed,0.0254163587833,0.0661366179224,2.34723323774,2.74682508531,3.10371597508,0,De zon brandt op mijn hoofd. Ik heb een kofia nodig.,15,hoed,0.0303627975063,0.0658849099536,1.59762008859,2.36353670648,2.65316876866,1,12,hoed,0.00535375306072,0.0328564105216,1.39830453312,2.29732410125,2.57024957083,1,8,hoed,TRUE,0,0.00537191179319,1.53118399126,2.69673017101,3.02972528631,3.30266779716,0,12,kofia,TRUE,0,0.0395729066122,1.56435440817,3.97864756554,6.09985989839,7.09942772056,1,50,hoed,TRUE,0,0.0162017339771,1.53232814896,5.29764998667,6.08068265923,6.49720405661,0,40,kofi,FALSE,1,0.0163165124463,1.53244558839,2.91530448027,4.0034401348,5.26444609639,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1
